question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q01553,English,Grammar,2,Choose the correct sentence.,She has completed the task,She have completed the task,She had complete the task,She completed the task,A,25
Q01554,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Limited,Scarce,B,40
Q01555,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Reduce,Widen,Increase,B,60
Q01556,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01557,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Plentiful,Rare,C,40
Q01558,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01559,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Scarce,Limited,Plentiful,D,40
Q01560,English,Grammar,1,Choose the correct sentence.,She had complete the task,She have completed the task,She completed the task,She has completed the task,D,25
Q01561,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She has completed the task,She have completed the task,C,25
Q01562,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Widen,Reduce,D,60
Q01563,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,He,is,senior to,A,90
Q01564,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,is,No error,D,90
Q01565,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She have completed the task,She has completed the task,D,25
Q01566,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,He,No error,senior to,C,90
Q01567,English,Grammar,2,Choose the correct sentence.,She has completed the task,She had complete the task,She have completed the task,She completed the task,A,25
Q01568,English,Grammar,2,Choose the correct sentence.,She completed the task,She has completed the task,She have completed the task,She had complete the task,B,25
Q01569,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01570,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She has completed the task,She have completed the task,C,25
Q01571,English,Grammar,2,Choose the correct sentence.,She completed the task,She had complete the task,She have completed the task,She has completed the task,D,25
Q01572,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Widen,Grow,A,60
Q01573,English,Grammar,1,Choose the correct sentence.,She have completed the task,She has completed the task,She had complete the task,She completed the task,B,25
Q01574,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Increase,Reduce,D,60
Q01575,English,Grammar,2,Choose the correct sentence.,She had complete the task,She have completed the task,She completed the task,She has completed the task,D,25
Q01576,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,He,is,A,90
Q01577,English,Grammar,1,Choose the correct sentence.,She completed the task,She had complete the task,She has completed the task,She have completed the task,C,25
Q01578,English,Grammar,1,Choose the correct sentence.,She have completed the task,She had complete the task,She has completed the task,She completed the task,C,25
Q01579,English,Grammar,1,Choose the correct sentence.,She have completed the task,She completed the task,She had complete the task,She has completed the task,D,25
Q01580,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,He,senior to,No error,D,90
Q01581,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Reduce,Widen,C,60
Q01582,English,Grammar,1,Choose the correct sentence.,She has completed the task,She had complete the task,She completed the task,She have completed the task,A,25
Q01583,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01584,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Widen,Increase,Reduce,D,60
Q01585,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01586,English,Grammar,2,Choose the correct sentence.,She had complete the task,She has completed the task,She completed the task,She have completed the task,B,25
Q01587,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She have completed the task,She has completed the task,D,25
Q01588,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Grow,Reduce,D,60
Q01589,English,Grammar,1,Choose the correct sentence.,She completed the task,She have completed the task,She has completed the task,She had complete the task,C,25
Q01590,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Increase,Grow,A,60
Q01591,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01592,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She have completed the task,She had complete the task,A,25
Q01593,English,Grammar,2,Choose the correct sentence.,She had complete the task,She completed the task,She has completed the task,She have completed the task,C,25
Q01594,English,Grammar,2,Choose the correct sentence.,She had complete the task,She have completed the task,She completed the task,She has completed the task,D,25
Q01595,English,Grammar,2,Choose the correct sentence.,She has completed the task,She had complete the task,She completed the task,She have completed the task,A,25
Q01596,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Plentiful,Rare,C,40
Q01597,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Grow,Widen,A,60
Q01598,English,Grammar,1,Choose the correct sentence.,She have completed the task,She completed the task,She has completed the task,She had complete the task,C,25
Q01599,English,Grammar,2,Choose the correct sentence.,She completed the task,She has completed the task,She have completed the task,She had complete the task,B,25
Q01600,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Reduce,Widen,Increase,B,60
Q01601,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,is,He,A,90
Q01602,English,Grammar,1,Choose the correct sentence.,She have completed the task,She completed the task,She had complete the task,She has completed the task,D,25
Q01603,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01604,English,Grammar,1,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01605,English,Grammar,1,Choose the correct sentence.,She have completed the task,She completed the task,She has completed the task,She had complete the task,C,25
Q01606,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01607,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Widen,Reduce,Increase,C,60
Q01608,English,Grammar,2,Choose the correct sentence.,She has completed the task,She have completed the task,She completed the task,She had complete the task,A,25
Q01609,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Rare,Plentiful,D,40
Q01610,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,is,He,No error,D,90
Q01611,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,is,He,No error,D,90
Q01612,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,No error,is,C,90
Q01613,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Limited,Scarce,A,40
Q01614,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01615,English,Grammar,1,Choose the correct sentence.,She had complete the task,She have completed the task,She has completed the task,She completed the task,C,25
Q01616,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,He,is,senior to,A,90
Q01617,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Plentiful,Rare,C,40
Q01618,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01619,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,No error,senior to,He,B,90
Q01620,English,Grammar,1,Choose the correct sentence.,She have completed the task,She has completed the task,She completed the task,She had complete the task,B,25
Q01621,English,Grammar,1,Choose the correct sentence.,She has completed the task,She had complete the task,She have completed the task,She completed the task,A,25
Q01622,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01623,English,Grammar,1,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01624,English,Grammar,2,Choose the correct sentence.,She completed the task,She had complete the task,She have completed the task,She has completed the task,D,25
Q01625,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01626,English,Grammar,2,Choose the correct sentence.,She had complete the task,She has completed the task,She have completed the task,She completed the task,B,25
Q01627,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Grow,Reduce,D,60
Q01628,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She have completed the task,She had complete the task,A,25
Q01629,English,Grammar,2,Choose the correct sentence.,She had complete the task,She has completed the task,She completed the task,She have completed the task,B,25
Q01630,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01631,English,Grammar,2,Choose the correct sentence.,She had complete the task,She have completed the task,She completed the task,She has completed the task,D,25
Q01632,English,Grammar,1,Choose the correct sentence.,She completed the task,She had complete the task,She has completed the task,She have completed the task,C,25
Q01633,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,He,No error,senior to,C,90
Q01634,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01635,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Plentiful,Rare,C,40
Q01636,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Grow,Widen,B,60
Q01637,English,Grammar,1,Choose the correct sentence.,She completed the task,She had complete the task,She have completed the task,She has completed the task,D,25
Q01638,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01639,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Grow,Increase,A,60
Q01640,English,Grammar,2,Choose the correct sentence.,She has completed the task,She have completed the task,She completed the task,She had complete the task,A,25
Q01641,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Scarce,Limited,Plentiful,D,40
Q01642,English,Grammar,2,Choose the correct sentence.,She had complete the task,She have completed the task,She completed the task,She has completed the task,D,25
Q01643,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01644,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Grow,Widen,B,60
Q01645,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,No error,senior to,He,B,90
Q01646,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Widen,Increase,Reduce,D,60
Q01647,English,Grammar,2,Choose the correct sentence.,She had complete the task,She completed the task,She have completed the task,She has completed the task,D,25
Q01648,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Plentiful,Rare,C,40
Q01649,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Scarce,Rare,Limited,A,40
Q01650,English,Grammar,2,Choose the correct sentence.,She have completed the task,She had complete the task,She has completed the task,She completed the task,C,25
Q01651,English,Grammar,2,Choose the correct sentence.,She have completed the task,She had complete the task,She has completed the task,She completed the task,C,25
Q01652,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,No error,is,C,90
Q01653,English,Grammar,2,Choose the correct sentence.,She completed the task,She have completed the task,She had complete the task,She has completed the task,D,25
Q01654,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01655,English,Grammar,1,Choose the correct sentence.,She has completed the task,She completed the task,She have completed the task,She had complete the task,A,25
Q01656,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01657,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She have completed the task,She had complete the task,A,25
Q01658,English,Grammar,1,Choose the correct sentence.,She have completed the task,She had complete the task,She completed the task,She has completed the task,D,25
Q01659,English,Grammar,1,Choose the correct sentence.,She have completed the task,She has completed the task,She completed the task,She had complete the task,B,25
Q01660,English,Grammar,2,Choose the correct sentence.,She completed the task,She have completed the task,She had complete the task,She has completed the task,D,25
Q01661,English,Grammar,2,Choose the correct sentence.,She completed the task,She had complete the task,She has completed the task,She have completed the task,C,25
Q01662,English,Grammar,2,Choose the correct sentence.,She have completed the task,She has completed the task,She completed the task,She had complete the task,B,25
Q01663,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01664,English,Grammar,2,Choose the correct sentence.,She had complete the task,She has completed the task,She completed the task,She have completed the task,B,25
Q01665,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Widen,Grow,A,60
Q01666,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Plentiful,Scarce,Rare,B,40
Q01667,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Reduce,Widen,C,60
Q01668,English,Grammar,1,Choose the correct sentence.,She completed the task,She have completed the task,She has completed the task,She had complete the task,C,25
Q01669,English,Grammar,1,Choose the correct sentence.,She completed the task,She has completed the task,She have completed the task,She had complete the task,B,25
Q01670,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Plentiful,Rare,Scarce,B,40
Q01671,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,He,No error,D,90
Q01672,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Increase,Reduce,D,60
Q01673,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Limited,Rare,B,40
Q01674,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She has completed the task,She have completed the task,C,25
Q01675,English,Grammar,1,Choose the correct sentence.,She have completed the task,She had complete the task,She completed the task,She has completed the task,D,25
Q01676,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01677,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01678,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Plentiful,Scarce,C,40
Q01679,English,Grammar,2,Choose the correct sentence.,She completed the task,She has completed the task,She have completed the task,She had complete the task,B,25
Q01680,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01681,English,Grammar,1,Choose the correct sentence.,She completed the task,She have completed the task,She has completed the task,She had complete the task,C,25
Q01682,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Grow,Widen,B,60
Q01683,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01684,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,No error,senior to,He,B,90
Q01685,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,No error,senior to,He,B,90
Q01686,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01687,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,is,He,senior to,A,90
Q01688,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,He,No error,senior to,C,90
Q01689,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,No error,is,C,90
Q01690,English,Grammar,2,Choose the correct sentence.,She had complete the task,She completed the task,She has completed the task,She have completed the task,C,25
Q01691,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01692,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,is,senior to,He,A,90
Q01693,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Scarce,Rare,A,40
Q01694,English,Grammar,2,Choose the correct sentence.,She had complete the task,She have completed the task,She has completed the task,She completed the task,C,25
Q01695,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Plentiful,Rare,C,40
Q01696,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Grow,Reduce,D,60
Q01697,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Grow,Widen,B,60
Q01698,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Limited,Scarce,A,40
Q01699,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Grow,Reduce,D,60
Q01700,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,is,He,senior to,A,90
Q01701,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,No error,is,C,90
Q01702,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,No error,senior to,He,B,90
Q01703,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Increase,Grow,B,60
Q01704,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,No error,is,C,90
Q01705,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,He,No error,senior to,C,90
Q01706,English,Grammar,1,Choose the correct sentence.,She have completed the task,She had complete the task,She completed the task,She has completed the task,D,25
Q01707,English,Grammar,2,Choose the correct sentence.,She has completed the task,She have completed the task,She had complete the task,She completed the task,A,25
Q01708,English,Grammar,1,Choose the correct sentence.,She completed the task,She has completed the task,She have completed the task,She had complete the task,B,25
Q01709,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01710,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Rare,Plentiful,D,40
Q01711,English,Grammar,1,Choose the correct sentence.,She have completed the task,She had complete the task,She has completed the task,She completed the task,C,25
Q01712,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Increase,Grow,B,60
Q01713,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Scarce,Limited,Plentiful,D,40
Q01714,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,No error,senior to,is,B,90
Q01715,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,He,senior to,is,A,90
Q01716,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Widen,Grow,B,60
Q01717,English,Grammar,1,Choose the correct sentence.,She have completed the task,She has completed the task,She completed the task,She had complete the task,B,25
Q01718,English,Grammar,2,Choose the correct sentence.,She has completed the task,She have completed the task,She had complete the task,She completed the task,A,25
Q01719,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Reduce,Widen,C,60
Q01720,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Grow,Reduce,D,60
Q01721,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01722,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01723,English,Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Reduce,Widen,C,60
Q01724,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She has completed the task,She have completed the task,C,25
Q01725,English,Grammar,1,Choose the correct sentence.,She had complete the task,She have completed the task,She has completed the task,She completed the task,C,25
Q01726,English,Grammar,2,Choose the correct sentence.,She completed the task,She had complete the task,She has completed the task,She have completed the task,C,25
Q01727,English,Grammar,1,Choose the correct sentence.,She completed the task,She has completed the task,She have completed the task,She had complete the task,B,25
Q01728,English,Grammar,2,Choose the correct sentence.,She has completed the task,She have completed the task,She completed the task,She had complete the task,A,25
Q01729,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,No error,is,senior to,B,90
Q01730,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Scarce,Limited,Rare,A,40
Q01731,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Increase,Grow,A,60
Q01732,English,Grammar,1,Choose the correct sentence.,She completed the task,She has completed the task,She had complete the task,She have completed the task,B,25
Q01733,English,Grammar,1,Choose the correct sentence.,She had complete the task,She has completed the task,She completed the task,She have completed the task,B,25
Q01734,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She has completed the task,She have completed the task,C,25
Q01735,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01736,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Increase,Grow,A,60
Q01737,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,is,He,senior to,A,90
Q01738,English,Grammar,1,Choose the correct sentence.,She has completed the task,She completed the task,She have completed the task,She had complete the task,A,25
Q01739,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,He,No error,D,90
Q01740,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,He,senior to,is,A,90
Q01741,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01742,English,Grammar,1,Choose the correct sentence.,She have completed the task,She has completed the task,She completed the task,She had complete the task,B,25
Q01743,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,is,He,B,90
Q01744,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Scarce,Plentiful,D,40
Q01745,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01746,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,No error,He,senior to,B,90
Q01747,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,No error,senior to,is,B,90
Q01748,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Reduce,Increase,C,60
Q01749,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01750,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01751,English,Grammar,2,Choose the correct sentence.,She have completed the task,She has completed the task,She had complete the task,She completed the task,B,25
Q01752,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Increase,Grow,A,60
Q01753,English,Grammar,2,Choose the correct sentence.,She had complete the task,She has completed the task,She have completed the task,She completed the task,B,25
Q01754,English,Grammar,2,Choose the correct sentence.,She has completed the task,She completed the task,She had complete the task,She have completed the task,A,25
Q01755,English,Grammar,1,Choose the correct sentence.,She have completed the task,She has completed the task,She completed the task,She had complete the task,B,25
Q01756,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01757,English,Grammar,1,Choose the correct sentence.,She has completed the task,She have completed the task,She completed the task,She had complete the task,A,25
Q01758,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,is,senior to,He,A,90
Q01759,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01760,English,Grammar,2,Choose the correct sentence.,She has completed the task,She had complete the task,She completed the task,She have completed the task,A,25
Q01761,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Limited,Scarce,B,40
Q01762,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01763,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01764,English,Grammar,2,Choose the correct sentence.,She have completed the task,She completed the task,She has completed the task,She had complete the task,C,25
Q01765,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Widen,Grow,A,60
Q01766,English,Grammar,2,Choose the correct sentence.,She have completed the task,She had complete the task,She has completed the task,She completed the task,C,25
Q01767,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,is,No error,D,90
Q01768,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Widen,Grow,A,60
Q01769,English,Grammar,1,Choose the correct sentence.,She had complete the task,She have completed the task,She completed the task,She has completed the task,D,25
Q01770,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01771,English,Grammar,1,Choose the correct sentence.,She had complete the task,She has completed the task,She completed the task,She have completed the task,B,25
Q01772,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01773,English,Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01774,English,Grammar,2,Choose the correct sentence.,She had complete the task,She has completed the task,She completed the task,She have completed the task,B,25
Q01775,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01776,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01777,English,Grammar,1,Choose the correct sentence.,She had complete the task,She have completed the task,She completed the task,She has completed the task,D,25
Q01778,English,Grammar,1,Choose the correct sentence.,She has completed the task,She had complete the task,She completed the task,She have completed the task,A,25
Q01779,English,Grammar,2,Choose the correct sentence.,She had complete the task,She have completed the task,She has completed the task,She completed the task,C,25
Q01780,English,Grammar,2,Choose the correct sentence.,She have completed the task,She completed the task,She has completed the task,She had complete the task,C,25
Q01781,English,Grammar,2,Choose the correct sentence.,She completed the task,She had complete the task,She has completed the task,She have completed the task,C,25
Q01782,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Scarce,Rare,A,40
Q01783,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Increase,Grow,A,60
Q01784,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,is,senior to,He,A,90
Q01785,English,Grammar,2,Choose the correct sentence.,She had complete the task,She has completed the task,She completed the task,She have completed the task,B,25
Q01786,English,Grammar,2,Choose the correct sentence.,She have completed the task,She had complete the task,She has completed the task,She completed the task,C,25
Q01787,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01788,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,He,is,B,90
Q01789,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,He,is,A,90
Q01790,English,Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Grow,Increase,A,60
Q01791,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Scarce,Plentiful,D,40
Q01792,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Scarce,Limited,Plentiful,D,40
Q01793,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,He,is,B,90
Q01794,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,He,senior to,No error,D,90
Q01795,English,Grammar,1,Choose the correct sentence.,She completed the task,She has completed the task,She have completed the task,She had complete the task,B,25
Q01796,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,He,senior to,is,A,90
Q01797,English,Grammar,1,Choose the correct sentence.,She have completed the task,She completed the task,She has completed the task,She had complete the task,C,25
Q01798,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,He,is,A,90
Q01799,English,Grammar,1,Choose the correct sentence.,She had complete the task,She completed the task,She have completed the task,She has completed the task,D,25
Q01800,English,Grammar,2,Choose the correct sentence.,She completed the task,She have completed the task,She has completed the task,She had complete the task,C,25
Q01801,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Plentiful,Limited,C,40
Q01802,English,Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Scarce,Rare,A,40
Q01803,English,Grammar,1,Choose the correct sentence.,She completed the task,She have completed the task,She has completed the task,She had complete the task,C,25
Q01804,English,Grammar,1,Choose the correct sentence.,She has completed the task,She had complete the task,She completed the task,She have completed the task,A,25
Q01805,English,Grammar,1,Choose the correct sentence.,She has completed the task,She completed the task,She have completed the task,She had complete the task,A,25
Q01806,English,Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Increase,Grow,B,60
Q01807,English,Error Spotting,5,Identify the error in the sentence: 'He is senior to me.',is,He,senior to,No error,D,90
