question_id,subject,concept,difficulty,question_text,option_a,option_b,option_c,option_d,correct_option
NUM045,Aptitude,Number System,Hard,Find the smallest number which must be added to 540 to make it divisible by 9.,154,139,118,126,D
NUM046,Aptitude,Number System,Hard,"Find the greatest number which when dividing 135, 225 and 405 leaves same remainder.",54,64,66,91,B
NUM047,Aptitude,Number System,Hard,How many digits are there in 5^50?,86,84,105,79,B
NUM048,Aptitude,Number System,Hard,Find the unit digit of 3^123.,67,80,69,87,C
NUM049,Aptitude,Number System,Hard,"Find the smallest number which leaves remainder 2 when divided by 7, 9 and 11.",59,54,74,55,D
NUM050,Aptitude,Number System,Hard,Find the sum of all prime numbers between 50 and 100.,134,164,146,137,D
NUM051,Aptitude,Number System,Hard,How many factors does 720 have?,127,141,110,115,D
NUM052,Aptitude,Number System,Hard,Find the remainder when 2^100 is divided by 7.,125,104,106,109,C
NUM053,Aptitude,Number System,Hard,"Find the smallest number which is divisible by 12, 15 and 18.",30,50,37,25,A
NUM054,Aptitude,Number System,Hard,Find the number of trailing zeros in 200!,40,32,59,26,B
NUM055,Aptitude,Number System,Hard,Find the largest number less than 1000 which is exactly divisible by 37.,34,59,45,30,A
GK001,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,A
GK002,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,A
GK003,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,A
GK004,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,B
GK005,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,A
GK006,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,B
GK007,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,C
GK008,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,C
GK009,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,D
GK010,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,D
GK011,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,B
GK012,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,B
GK013,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,D
GK014,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK015,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,B
GK016,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,B
GK017,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,C
GK018,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,A
GK019,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,B
GK020,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,A
GK021,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,B
GK022,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,B
GK023,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,A
GK024,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,A
GK025,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,B
GK026,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK027,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,B
GK028,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,B
GK029,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,A
GK030,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,C
GK031,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,C
GK032,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,B
GK033,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,C
GK034,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK035,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,C
GK036,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,A
GK037,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,D
GK038,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,B
GK039,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,D
GK040,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,B
GK041,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,B
GK042,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,C
GK043,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,C
GK044,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,A
GK045,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,A
GK046,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK047,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,A
GK048,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,D
GK049,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,C
GK050,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,D
GK051,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,A
GK052,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,D
GK053,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,C
GK054,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,C
GK055,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,D
GK056,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,A
GK057,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,A
GK058,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK059,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,D
GK060,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,A
GK061,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,D
GK062,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK063,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,D
GK064,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,A
GK065,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,B
GK066,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,C
GK067,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,B
GK068,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,C
GK069,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,B
GK070,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,A
GK071,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,D
GK072,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,D
GK073,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,C
GK074,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,A
GK075,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,C
GK076,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,B
GK077,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,C
GK078,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK079,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,B
GK080,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,D
GK081,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,D
GK082,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,D
GK083,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,C
GK084,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,D
GK085,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,D
GK086,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK087,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,A
GK088,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,A
GK089,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,C
GK090,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK091,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,C
GK092,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,A
GK093,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,B
GK094,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK095,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,A
GK096,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,D
GK097,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,A
GK098,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,C
GK099,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,A
GK100,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,C
GK101,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,C
GK102,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,A
GK103,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,C
GK104,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,A
GK105,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,D
GK106,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK107,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,B
GK108,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,A
GK109,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,D
GK110,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK111,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,D
GK112,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,A
GK113,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,D
GK114,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,A
GK115,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,C
GK116,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,D
GK117,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,B
GK118,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK119,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,C
GK120,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,B
GK121,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,A
GK122,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK123,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,D
GK124,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,C
GK125,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,B
GK126,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,D
GK127,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,D
GK128,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,B
GK129,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,A
GK130,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,A
GK131,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,B
GK132,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,B
GK133,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,A
GK134,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,A
GK135,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,C
GK136,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,C
GK137,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,D
GK138,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK139,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,D
GK140,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,D
GK141,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,A
GK142,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,A
GK143,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,B
GK144,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,B
GK145,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,C
GK146,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,D
GK147,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,A
GK148,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,B
GK149,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,B
GK150,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,C
GK151,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,B
GK152,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,D
GK153,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,A
GK154,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK155,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,C
GK156,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,D
GK157,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,D
GK158,GK,,Easy,Which of the following statements is correct regarding Environment??,Option A,Option B,Option C,Option D,B
GK159,GK,,Easy,Which of the following statements is correct regarding Polity??,Option A,Option B,Option C,Option D,A
GK160,GK,,Easy,Which of the following statements is correct regarding International orgs??,Option A,Option B,Option C,Option D,D
GK161,GK,,Easy,Which of the following statements is correct regarding Indian Constitution??,Option A,Option B,Option C,Option D,B
GK162,GK,,Easy,Which of the following statements is correct regarding Modern History??,Option A,Option B,Option C,Option D,B
GK163,GK,,Easy,Which of the following statements is correct regarding Geography??,Option A,Option B,Option C,Option D,B
GK164,GK,,Easy,Which of the following statements is correct regarding Economy basics??,Option A,Option B,Option C,Option D,C
GK165,GK,,Easy,Which of the following statements is correct regarding Science basics??,Option A,Option B,Option C,Option D,D
GK166,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK167,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK168,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK169,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK170,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK171,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK172,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK173,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK174,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK175,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK176,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK177,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK178,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK179,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK180,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK181,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK182,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK183,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK184,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK185,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK186,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK187,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK188,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK189,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK190,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK191,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK192,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK193,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK194,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK195,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK196,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK197,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK198,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK199,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK200,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK201,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK202,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK203,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK204,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK205,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK206,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK207,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK208,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK209,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK210,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK211,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK212,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK213,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK214,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK215,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK216,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK217,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK218,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK219,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK220,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK221,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK222,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK223,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK224,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK225,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK226,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK227,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK228,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK229,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK230,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK231,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK232,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK233,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK234,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK235,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK236,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK237,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK238,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK239,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK240,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK241,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK242,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK243,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK244,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK245,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK246,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK247,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK248,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK249,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK250,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK251,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK252,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK253,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK254,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK255,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK256,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK257,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK258,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK259,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK260,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK261,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK262,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK263,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK264,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK265,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK266,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK267,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK268,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK269,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK270,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK271,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK272,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK273,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK274,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK275,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK276,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK277,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
